# LAMMPS data file written by OVITO Basic 3.6.0
1224 atoms
2 atom types
0.0 14.55 xlo xhi
-0.05 20.0470622842 ylo yhi
-2.6112294741 62.6024163269 zlo zhi

Atoms  # atomic

407 1 0.10185 5.88149 1.35913
408 1 0.10185 2.94074 -0.558918
409 1 2.52685 5.29334 -1.19827
410 1 2.52685 3.52889 1.99848
411 2 2.52685 2.94074 -0.558918
412 2 0.10185 3.52889 1.99848
413 2 0.10185 5.29334 -1.19827
414 2 2.52685 5.88149 1.35913
416 1 2.52685 0.588149 0.0804318
417 2 0.10185 0.588149 0.0804318
419 1 0.10185 0.0 -2.47697
420 2 2.52685 0.0 -2.47697
827 1 4.95185 5.88149 1.35913
828 1 4.95185 2.94074 -0.558918
832 2 4.95185 3.52889 1.99848
833 2 4.95185 5.29334 -1.19827
837 2 4.95185 0.588149 0.0804318
839 1 4.95185 0.0 -2.47697
415 1 0.10185 1.1763 2.63783
418 2 2.52685 1.1763 2.63783
835 1 4.95185 1.1763 2.63783
900 2 1.37197 1.39387 -1.69739
42 2 12.2269 0.0 -2.47697
44 1 9.80185 0.0 -2.47697
118 2 9.80185 0.588149 0.0804318
182 1 12.2269 0.588149 0.0804318
251 2 12.2269 5.88149 1.35913
258 2 9.80185 5.29334 -1.19827
322 2 9.80185 3.52889 1.99848
324 2 12.2269 2.94074 -0.558918
391 1 12.2269 3.52889 1.99848
394 1 12.2269 5.29334 -1.19827
462 1 9.80185 2.94074 -0.558918
464 1 9.80185 5.88149 1.35913
829 1 7.37685 5.29334 -1.19827
830 1 7.37685 3.52889 1.99848
831 2 7.37685 2.94074 -0.558918
834 2 7.37685 5.88149 1.35913
836 1 7.37685 0.588149 0.0804318
840 2 7.37685 0.0 -2.47697
111 2 12.2269 1.1763 2.63783
184 1 9.80185 1.1763 2.63783
838 2 7.37685 1.1763 2.63783
396 1 2.52685 12.9393 -0.558918
397 2 0.10185 12.9393 -0.558918
399 1 0.10185 10.5867 0.0804318
400 1 0.10185 7.64594 -1.83762
401 1 2.52685 9.99853 -2.47697
402 1 2.52685 8.23408 0.719781
403 2 2.52685 7.64594 -1.83762
404 2 0.10185 8.23408 0.719781
405 2 0.10185 9.99853 -2.47697
406 2 2.52685 10.5867 0.0804318
817 2 4.95185 12.9393 -0.558918
819 1 4.95185 10.5867 0.0804318
820 1 4.95185 7.64594 -1.83762
824 2 4.95185 8.23408 0.719781
825 2 4.95185 9.99853 -2.47697
371 1 2.52685 11.1748 2.63783
375 2 0.10185 11.1748 2.63783
795 2 4.95185 11.1748 2.63783
142 2 3.78955 11.6883 -2.12845
531 2 12.2269 10.5867 0.0804318
538 2 9.80185 9.99853 -2.47697
602 2 9.80185 8.23408 0.719781
604 2 12.2269 7.64594 -1.83762
671 1 12.2269 8.23408 0.719781
678 1 12.2269 9.99853 -2.47697
742 1 9.80185 7.64594 -1.83762
744 1 9.80185 10.5867 0.0804318
814 2 9.80185 12.9393 -0.558918
816 1 7.37685 12.9393 -0.558918
821 1 7.37685 9.99853 -2.47697
822 1 7.37685 8.23408 0.719781
823 2 7.37685 7.64594 -1.83762
826 2 7.37685 10.5867 0.0804318
882 1 12.2269 12.9393 -0.558918
791 1 7.37685 11.1748 2.63783
1211 1 12.2269 11.1748 2.63783
1215 2 9.80185 11.1748 2.63783
357 1 0.10185 18.2326 0.719781
359 2 2.52685 18.2326 0.719781
362 1 0.10185 13.5274 1.99848
363 1 2.52685 15.88 1.35913
365 2 2.52685 13.5274 1.99848
367 2 0.10185 15.88 1.35913
392 1 2.52685 17.6445 -1.83762
393 2 0.10185 17.6445 -1.83762
395 1 0.10185 15.2919 -1.19827
398 2 2.52685 15.2919 -1.19827
777 1 4.95185 18.2326 0.719781
782 1 4.95185 13.5274 1.99848
787 2 4.95185 15.88 1.35913
813 2 4.95185 17.6445 -1.83762
815 1 4.95185 15.2919 -1.19827
779 2 7.37685 18.2326 0.719781
783 1 7.37685 15.88 1.35913
785 2 7.37685 13.5274 1.99848
811 2 12.2269 15.2919 -1.19827
812 1 7.37685 17.6445 -1.83762
818 2 7.37685 15.2919 -1.19827
884 1 9.80185 15.2919 -1.19827
951 2 9.80185 17.6445 -1.83762
958 1 12.2269 17.6445 -1.83762
1197 1 9.80185 18.2326 0.719781
1199 2 12.2269 18.2326 0.719781
1202 1 9.80185 13.5274 1.99848
1203 1 12.2269 15.88 1.35913
1205 2 12.2269 13.5274 1.99848
1207 2 9.80185 15.88 1.35913
378 1 0.10185 4.11704 4.55588
379 1 2.52685 6.46964 3.91653
380 1 2.52685 4.70519 7.11328
381 2 2.52685 4.11704 4.55588
382 2 0.10185 4.70519 7.11328
383 2 0.10185 6.46964 3.91653
386 1 2.52685 1.76445 5.19523
389 2 0.10185 1.76445 5.19523
798 1 4.95185 4.11704 4.55588
802 2 4.95185 4.70519 7.11328
803 2 4.95185 6.46964 3.91653
809 2 4.95185 1.76445 5.19523
385 1 0.10185 2.3526 7.75263
